process_name,component_id,component_name,component_type,component_subtype,component_version,component_current_version,component_branch,deployment_id,environment_id,deployed_date,deployed_by,package_version
[Main] Mission Unit and Territory Manager,63d40660-0649-4711-a37b-393a5732b661,[YLGlobal] LocationStage UPSERT,connector-action,officialboomi-X3979C-dbv2da-prod,5,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,063252ab-19f6-4a32-82fe-8a77075fa069,[YLGlobal] MissionUnitStage UPSERT,connector-action,officialboomi-X3979C-dbv2da-prod,10,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,8c6706b7-2e73-4f04-b4c4-4c2c403191ab,[AWS SES] Outbound Mail Connection,connector-settings,mailsdk,5,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,8634f8b1-875f-4708-9d20-bed069d4208e,[Salesforce] Get SF User ID from YL_User_Id__c,connector-action,salesforce,8,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,05ea3f2e-beaa-489a-ba79-2a9a9329dada,[Salesforce] MissionUnit__c UPSERT,connector-action,salesforce,11,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,b0f322a7-a9c2-4983-9bc3-d2a88f6ec362,[YLGlobal] usp_BuildMissionUnitHierarchyMaster EXECUTE,connector-action,officialboomi-X3979C-dbv2da-prod,4,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,eeb25b92-2fcf-40ae-b130-927f5fbf9e40,[YLGlobal] MissionUnitHierarchyMaster QUERY by MissionUnitCode,connector-action,officialboomi-X3979C-dbv2da-prod,15,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,164cdd20-5d85-441f-bc18-50ad83d1bc6c,[YLGlobal] usp_UpdateCustomClaims EXECUTE,connector-action,officialboomi-X3979C-dbv2da-prod,2,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,cf544b3f-d1ac-497f-ab96-e2c39088d375,[YLGlobal] MissionUnitHierarchyMaster QUERY by UpdatedDate,connector-action,officialboomi-X3979C-dbv2da-prod,16,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,08067b65-bc76-4c61-bd2d-1f86adee8c6d,[Salesforce] integrationuser - SET BY EXTENSIONS,connector-settings,salesforce,65,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,dc9f88c3-fa63-4757-a6dc-c3e470975e06,[Workday] WQL API - SET BY EXTENSIONS,connector-settings,http,22,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,878289ce-89b4-4920-a162-cba3a236825e,[IMAP Mail] Send Email with Attachment from IMAP Attachments Cache,connector-action,mailsdk,6,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Main] Mission Unit and Territory Manager,ee0242c9-a43c-485e-954c-47f08e0e54e6,[Salesforce] Territory2 QUERY,connector-action,salesforce,4,TRUE,main,fb1501ec-a749-47f7-a14d-da1ab344b3f1,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-09-26T17:51:46Z,mamiller@sc.younglife.org,13.4.0
[Web Svc] Candidate Change to YL API,6d6685a8-5b15-4f32-9041-35b30b4fe967,[Attaccama] person/identify Matching Endpoint,connector-action,http,4,TRUE,main,c648c6f4-408d-4f6d-9640-5de3cc420c8e,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-02T20:44:39Z,andy.strubhar@argano.com,6.6
[Web Svc] Candidate Change to YL API,b57b5e40-579d-47c3-8911-c0f62fc6ba7f,[YLAPI] POST Application/JSON Operation,connector-action,http,2,TRUE,main,c648c6f4-408d-4f6d-9640-5de3cc420c8e,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-02T20:44:39Z,andy.strubhar@argano.com,6.6
[Web Svc] Candidate Change to YL API,e466cbe9-bb29-4b92-b44a-ccde2af49f02,[CLAM] executeCandidateSync,connector-action,wss,8,TRUE,main,c648c6f4-408d-4f6d-9640-5de3cc420c8e,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-02T20:44:39Z,andy.strubhar@argano.com,6.6
[Web Svc] Candidate Change to YL API,7dfbe045-b021-4912-b1bf-7be8dd477e13,[AWS RDS] YLGlobal integrationuser - SET BY EXTENSIONS,connector-settings,officialboomi-X3979C-dbv2da-prod,31,TRUE,main,c648c6f4-408d-4f6d-9640-5de3cc420c8e,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-02T20:44:39Z,andy.strubhar@argano.com,6.6
[Web Svc] Candidate Change to YL API,4aa79b77-9811-41f3-8d4a-367be88e3117,[YLGlobal] Integrations.CandidateSync INSERT,connector-action,officialboomi-X3979C-dbv2da-prod,3,TRUE,main,c648c6f4-408d-4f6d-9640-5de3cc420c8e,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-02T20:44:39Z,andy.strubhar@argano.com,6.6
[Web Svc] Candidate Change to YL API,618bf42f-31d4-4842-944a-a79262be9a76,[Ataccama] MDM REST Connection - SET BY EXTENSIONS,connector-settings,http,16,TRUE,main,c648c6f4-408d-4f6d-9640-5de3cc420c8e,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-02T20:44:39Z,andy.strubhar@argano.com,6.6
[Web Svc] Candidate Change to YL API,4e27658e-6d5c-4da3-bcdc-c9a661589a6e,[YL API] Young Life API - SET BY EXTENSIONS,connector-settings,http,12,TRUE,main,c648c6f4-408d-4f6d-9640-5de3cc420c8e,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-02T20:44:39Z,andy.strubhar@argano.com,6.6
[sub] Send Error Messages,8c6706b7-2e73-4f04-b4c4-4c2c403191ab,[AWS SES] Outbound Mail Connection,connector-settings,mailsdk,5,TRUE,main,eae4514e-7670-45d9-8657-8a4f486c20e6,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-02-12T16:23:17Z,andy.strubhar@argano.com,5
[sub] Send Error Messages,21e25ada-6344-4fc8-abfe-49113af1654a,[IMAP Mail] Send Email without Attachment,connector-action,mailsdk,2,TRUE,main,eae4514e-7670-45d9-8657-8a4f486c20e6,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-02-12T16:23:17Z,andy.strubhar@argano.com,5
[sub] Send Error Messages,02c63366-d27f-4405-ae17-ea93f752260c,[IMAP Mail] Send Error Email Notification,connector-action,mailsdk,2,TRUE,main,eae4514e-7670-45d9-8657-8a4f486c20e6,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-02-12T16:23:17Z,andy.strubhar@argano.com,5
[Main] TazWorks RSI Order Event Received,e47aeba2-78b3-4f23-8011-c3373bf43306,[Salesforce] LMPrivateDetail__c UPDATE,connector-action,salesforce,6,TRUE,main,7cab08fc-cf7b-4df9-a147-7316bf4f5402,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-11-26T16:13:23Z,andy.strubhar@argano.com,1.2
[Main] TazWorks RSI Order Event Received,08067b65-bc76-4c61-bd2d-1f86adee8c6d,[Salesforce] integrationuser - SET BY EXTENSIONS,connector-settings,salesforce,65,TRUE,main,7cab08fc-cf7b-4df9-a147-7316bf4f5402,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-11-26T16:13:23Z,andy.strubhar@argano.com,1.2
[Main] TazWorks RSI Order Event Received,b0ca5d1e-1379-4d34-b5fa-e7033e6b5820,[RSI TazWorks] GET JSON Endpoint,connector-action,http,3,TRUE,main,7cab08fc-cf7b-4df9-a147-7316bf4f5402,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-11-26T16:13:23Z,andy.strubhar@argano.com,1.2
[Main] TazWorks RSI Order Event Received,f3ec4bd4-eba3-400d-b7da-8aec2763f8a1,TazWorks RSI - SET BY EXTENSIONS,connector-settings,http,8,TRUE,main,7cab08fc-cf7b-4df9-a147-7316bf4f5402,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-11-26T16:13:23Z,andy.strubhar@argano.com,1.2
[Main] Salesforce Local OptOut to Emma - CommSubscriptionConsent,c0e22831-da3f-4500-b55d-a666f321702e,[Emma] Integration User - SET BY EXTENSIONS,connector-settings,http,3,TRUE,main,d0d2b744-db9d-484f-a5cd-1dc4c8ede66d,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-27T15:18:48Z,andy.strubhar@argano.com,1.5.0
[Main] Salesforce Local OptOut to Emma - CommSubscriptionConsent,08067b65-bc76-4c61-bd2d-1f86adee8c6d,[Salesforce] integrationuser - SET BY EXTENSIONS,connector-settings,salesforce,65,TRUE,main,d0d2b744-db9d-484f-a5cd-1dc4c8ede66d,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-27T15:18:48Z,andy.strubhar@argano.com,1.5.0
[Main] Salesforce Local OptOut to Emma - CommSubscriptionConsent,4d21650a-2d9a-4099-974c-98b52ce6d6d8,[Emma] Set Member Status to OptOut via Email,connector-action,http,13,TRUE,main,d0d2b744-db9d-484f-a5cd-1dc4c8ede66d,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-27T15:18:48Z,andy.strubhar@argano.com,1.5.0
[Main] Salesforce Local OptOut to Emma - CommSubscriptionConsent,75733191-6327-4c3e-ab00-2b0b1be1711c,[Salesforce] ContactPointEmail QUERY by ID,connector-action,salesforce,15,TRUE,main,d0d2b744-db9d-484f-a5cd-1dc4c8ede66d,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-27T15:18:48Z,andy.strubhar@argano.com,1.5.0
[Main] Salesforce Local OptOut to Emma - CommSubscriptionConsent,f8e25cfd-4564-4c27-a453-e9b970cc74fa,"[Salesforce] CommSubscriptionConsent, MissionUnit QUERY Opted Out ",connector-action,salesforce,19,TRUE,main,d0d2b744-db9d-484f-a5cd-1dc4c8ede66d,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-08-27T15:18:48Z,andy.strubhar@argano.com,1.5.0
[Main] Daily FX Rates,8983862f-00ec-4219-9546-507dbbad9e42,Workday Import Currency Conversion Rates,connector-action,workday,1,TRUE,main,2b50a7b9-be3e-4989-80e0-11b2ab51ab69,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-04-07T16:11:37Z,mamiller@sc.younglife.org,4.2.7
[Main] Daily FX Rates,b854150d-848c-407b-8d26-408e096db06c,Get Wells Fargo Authorization,connector-action,http,1,TRUE,main,2b50a7b9-be3e-4989-80e0-11b2ab51ab69,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-04-07T16:11:37Z,mamiller@sc.younglife.org,4.2.7
[Main] Daily FX Rates,45d2a697-a3e8-4d07-b33a-e1f6f6ccd64f,Post Wells Fargo Reference Rate Sheets,connector-action,http,12,TRUE,main,2b50a7b9-be3e-4989-80e0-11b2ab51ab69,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-04-07T16:11:37Z,mamiller@sc.younglife.org,4.2.7
[Main] Daily FX Rates,2cd5f0c6-e133-4dab-97b0-19883ded2904,[Wells Fargo] FX Rate API Production,connector-settings,http,2,TRUE,main,2b50a7b9-be3e-4989-80e0-11b2ab51ab69,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-04-07T16:11:37Z,mamiller@sc.younglife.org,4.2.7
[Main] Daily FX Rates,f5809758-92cb-4e25-b40e-6e0e9f47964b,Bulk Update Salesforce Currency Types,connector-action,salesforce,12,TRUE,main,2b50a7b9-be3e-4989-80e0-11b2ab51ab69,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-04-07T16:11:37Z,mamiller@sc.younglife.org,4.2.7
[Main] Daily FX Rates,013f8197-388b-4adb-ab04-3f6c32071abe,Query Salesforce for valid Isocodes and IDs,connector-action,salesforce,6,TRUE,main,2b50a7b9-be3e-4989-80e0-11b2ab51ab69,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-04-07T16:11:37Z,mamiller@sc.younglife.org,4.2.7
[Main] Daily FX Rates,e3c5a798-ecd9-4cd5-ab88-17c4e5e5f71f,[Workday] ISU_YL_Integrations - SET BY EXTENSIONS,connector-settings,workday,9,TRUE,main,2b50a7b9-be3e-4989-80e0-11b2ab51ab69,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-04-07T16:11:37Z,mamiller@sc.younglife.org,4.2.7
[Main] Daily FX Rates,08067b65-bc76-4c61-bd2d-1f86adee8c6d,[Salesforce] integrationuser - SET BY EXTENSIONS,connector-settings,salesforce,65,TRUE,main,2b50a7b9-be3e-4989-80e0-11b2ab51ab69,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-04-07T16:11:37Z,mamiller@sc.younglife.org,4.2.7
[Main] Daily FX Rates,ec6f6df0-5a8c-4df4-a8bd-c9a72b3c1d9b,[Snowflake] INTEGRATION_SERVICE_ACCOUNT - SET BY EXTENSIONS,connector-settings,officialboomi-X3979C-snowfl-prod,13,TRUE,main,2b50a7b9-be3e-4989-80e0-11b2ab51ab69,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-04-07T16:11:37Z,mamiller@sc.younglife.org,4.2.7
[Main] Daily FX Rates,7e9316cd-56c3-46e1-a93f-025cda5bc0ea,Create Wells Fargo Currency Rates in Snowflake,connector-action,officialboomi-X3979C-snowfl-prod,2,TRUE,main,2b50a7b9-be3e-4989-80e0-11b2ab51ab69,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-04-07T16:11:37Z,mamiller@sc.younglife.org,4.2.7
[Main] Sync Emma Subaccounts to Salesforce,b637dc48-9404-4abf-8581-664afe7da7b3,[Emma] Get Subaccounts,connector-action,http,3,TRUE,main,09f10f3b-fd1c-4788-ba34-f7a62bb1aa1f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-10T18:56:12Z,andy.strubhar@argano.com,2.4
[Main] Sync Emma Subaccounts to Salesforce,c0e22831-da3f-4500-b55d-a666f321702e,[Emma] Integration User - SET BY EXTENSIONS,connector-settings,http,3,TRUE,main,09f10f3b-fd1c-4788-ba34-f7a62bb1aa1f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-10T18:56:12Z,andy.strubhar@argano.com,2.4
[Main] Sync Emma Subaccounts to Salesforce,08067b65-bc76-4c61-bd2d-1f86adee8c6d,[Salesforce] integrationuser - SET BY EXTENSIONS,connector-settings,salesforce,65,TRUE,main,09f10f3b-fd1c-4788-ba34-f7a62bb1aa1f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-10T18:56:12Z,andy.strubhar@argano.com,2.4
[Main] Sync Emma Subaccounts to Salesforce,7d4642c3-b071-4db6-bf2d-6a032006dc02,[Emma] Salesforce MissionUnit__c Update - will null out EmmaAccount_ID,connector-action,salesforce,4,TRUE,main,09f10f3b-fd1c-4788-ba34-f7a62bb1aa1f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-10T18:56:12Z,andy.strubhar@argano.com,2.4
[Main] Sync Emma Subaccounts to Salesforce,6d255c06-3037-420c-bc47-17f828df97ed,[Salesforce] MissionUnit__c QUERY All,connector-action,salesforce,10,TRUE,main,09f10f3b-fd1c-4788-ba34-f7a62bb1aa1f,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-06-10T18:56:12Z,andy.strubhar@argano.com,2.4
[Main] Responsible Party Manager,893c689e-afd7-4368-8ba3-91c1041c1b38,[Salesforce] Responsible_Parties__c DELETE,connector-action,salesforce,2,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,e2e89f6e-b519-4535-96da-cfb208dcee7c,[Salesforce] Responsible_Parties__c CREATE,connector-action,salesforce,3,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,1c534584-163b-4b67-a9b9-51fa7012f549,[YLGlobal] Salesforce.Responsible_Parties__c UPSERT,connector-action,officialboomi-X3979C-dbv2da-prod,5,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,c32c0dd7-c18c-4f79-86a3-20981be1ec44,[YLGlobal] Salesforce.Responsible_Parties__c DELETE Request,connector-action,officialboomi-X3979C-dbv2da-prod,6,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,a69c170d-8fba-4cd2-9283-be1abc1f0356,[YLGlobal] Salesforce.v_RPsToDelete QUERY,connector-action,officialboomi-X3979C-dbv2da-prod,3,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,7dfbe045-b021-4912-b1bf-7be8dd477e13,[AWS RDS] YLGlobal integrationuser - SET BY EXTENSIONS,connector-settings,officialboomi-X3979C-dbv2da-prod,31,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,eb69f8c1-2598-4b5f-9860-d946891fec5e,[Salesforce] Responsible_Parties__c QUERY by SystemModstamp,connector-action,salesforce,9,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,9df26fdd-34f7-4198-baf5-b699eaae64f5,[YLGlobal] Salesforce.MissionUnit__c DELETE,connector-action,officialboomi-X3979C-dbv2da-prod,2,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,08067b65-bc76-4c61-bd2d-1f86adee8c6d,[Salesforce] integrationuser - SET BY EXTENSIONS,connector-settings,salesforce,65,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,30f3139f-4151-4ba1-95c6-e8e4854b8823,[YLGlobal] Salesforce.v_RPsToInsert QUERY,connector-action,officialboomi-X3979C-dbv2da-prod,5,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,1d631e11-3b66-438e-972d-c754a583084c,[YLGlobal] Salesforce.MissionUnit__c UPSERT,connector-action,officialboomi-X3979C-dbv2da-prod,4,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,55269e3a-736a-40de-a103-0a1f9c2f7c56,[Salesforce] MissionUnit__c QUERY by SystemModstamp,connector-action,salesforce,7,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,05942e30-2e5c-4a2b-8c3f-a3c874bcc3cc,[Salesforce] User QUERY by SystemModstamp,connector-action,salesforce,9,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] Responsible Party Manager,aad921c7-daaf-44ce-89eb-8820332ae231,[YLGlobal] Salesforce.SFUser UPSERT,connector-action,officialboomi-X3979C-dbv2da-prod,6,TRUE,main,23b074ba-9215-481a-80ec-f43a44205009,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2025-01-21T22:12:40Z,andy.strubhar@argano.com,3.6
[Main] CDS to SF Processing,620c84cd-ef36-40a0-9029-9576ba4a0a1c,[CDS] SFTP Connection - DO NOT DEPLOY,connector-settings,officialboomi-X3979C-sftpv2-prod,7,TRUE,main,7219a909-0fc5-4912-b602-f2c601fa59a9,e994923b-34fe-4e3c-9d6e-5d586bccfe52,2024-10-18T20:44:28Z,andy.strubhar@argano.com,3.7
